Probe	ProbeChromosome	ProbecM	Probebp
Contig14096_at	unknown	unknown	unknown
Contig14100_at	3	46.1756373938	68186360
Contig14102_at	unknown	unknown	unknown
Contig14108_at	unknown	unknown	unknown
Contig14111_at	unknown	unknown	unknown
Contig14114_at	5	123.741319444	497603320
Contig14116_at	unknown	unknown	unknown
Contig14119_at	unknown	unknown	unknown
Contig1411_s_at	2	55.9490084986	264906160
Contig14120_at	5	160.486111111	545478480
Contig14122_at	1	45.4674220963	58129960
Contig14123_at	2	76.133144476	519121040
Contig14125_at	unknown	unknown	unknown
Contig14129_at	4	53.130532932	366756040
Contig14132_at	unknown	unknown	unknown
Contig14137_at	7	70.8215297451	330836960
Contig14138_at	5	47.6483196159	347092120
Contig14139_at	unknown	unknown	unknown
Contig14141_s_at	unknown	unknown	unknown
Contig14142_at	3	96.4589235127	496830800
Contig14144_at	unknown	unknown	unknown
Contig14145_at	unknown	unknown	unknown
Contig14150_at	6	66.7847025496	459150920
Contig14153_s_at	5	97.2916666667	470250160
Contig14154_at	unknown	unknown	unknown
Contig14157_at	unknown	unknown	unknown
Contig14159_at	unknown	unknown	unknown
Contig14161_at	unknown	unknown	unknown
Contig14162_at	2	107.152974504	578796040
Contig14163_at	unknown	unknown	unknown
Contig14166_at	unknown	unknown	unknown
Contig14167_at	3	51.3456090652	219998320
Contig14168_s_at	unknown	unknown	unknown
Contig14170_at	unknown	unknown	unknown
Contig14171_at	unknown	unknown	unknown
Contig14172_at	unknown	unknown	unknown
Contig14174_at	1	4.9575070822	4054800
Contig14176_at	unknown	unknown	unknown
Contig14177_at	7	70.6798866856	251259960
Contig14179_at	4	64.5538243626	471326480
Contig14183_s_at	unknown	unknown	unknown
Contig14185_at	7	0.566572238	2648640
Contig14186_at	unknown	unknown	unknown
Contig14188_at	unknown	unknown	unknown
Contig14193_at	unknown	unknown	unknown
Contig14198_at	unknown	unknown	unknown
Contig14199_at	unknown	unknown	unknown
Contig1419_s_at	unknown	unknown	unknown
Contig14200_at	unknown	unknown	unknown
Contig14203_s_at	unknown	unknown	unknown
Contig14204_at	3	128.045325779	530748520
Contig14205_at	unknown	unknown	unknown
Contig14208_at	2	55.5240793201	178181800
Contig14209_at	2	88.5269121813	540117960
Contig1420_at	5	32.8819444444	22755240
Contig14211_at	5	168.541666667	554571400
Contig14212_at	unknown	unknown	unknown
Contig14215_at	1	103.824362606	436546960
Contig14217_at	unknown	unknown	unknown
Contig14220_at	2	56.4447592068	321081880
Contig14221_at	4	68.9801699717	483984400
Contig14223_at	unknown	unknown	unknown
Contig14226_at	unknown	unknown	unknown
Contig14227_at	2	55.5417847025	188984680
Contig14228_at	unknown	unknown	unknown
Contig14229_at	unknown	unknown	unknown
Contig14234_at	6	55.5240793201	325713280
Contig14235_at	2	76.0623229462	518715560
Contig14236_at	unknown	unknown	unknown
Contig14238_at	3	53.2577903683	371187800
Contig14242_at	3	101.150849858	499887400
Contig14245_at	7	110.552407932	565535480
Contig14246_at	2	54.6919263456	148048560
Contig14248_at	7	109.915014164	563185680
Contig14249_at	5	44.2361111111	256144320
Contig1424_at	4	1.0623229462	0
Contig14251_at	unknown	unknown	unknown
Contig14253_at	7	68.0949008499	175788600
Contig14255_at	unknown	unknown	unknown
Contig14256_at	2	135.623229462	607710360
Contig14258_at	unknown	unknown	unknown
Contig14259_at	unknown	unknown	unknown
Contig14264_at	unknown	unknown	unknown
Contig14267_at	unknown	unknown	unknown
Contig14269_at	4	26.5580736544	23045400
Contig14271_at	unknown	unknown	unknown
Contig14272_at	unknown	unknown	unknown
Contig14273_at	1	93.059490085	422290680
Contig14276_s_at	7	110.269121813	565535480
Contig14278_at	unknown	unknown	unknown
Contig14279_at	5	135.034722222	509518480
Contig14280_at	6	49.5152388395	66692160
Contig14281_at	6	68.2719546742	466541320
Contig14285_at	6	113.243626062	525628560
Contig14287_at	unknown	unknown	unknown
Contig14289_at	unknown	unknown	unknown
Contig14290_at	3	51.6288951841	296657600
Contig14291_at	unknown	unknown	unknown
Contig14292_at	1	87.9957507082	414173640
Contig14295_at	unknown	unknown	unknown
Contig14296_at	unknown	unknown	unknown
Contig14302_at	unknown	unknown	unknown
Contig14304_at	1	48.5835694051	247031560
Contig14307_at	3	108.42776204	508690160
Contig14308_at	unknown	unknown	unknown
Contig14309_at	unknown	unknown	unknown
Contig1430_at	unknown	unknown	unknown
Contig14311_at	7	69.2634560907	194259640
Contig14313_at	unknown	unknown	unknown
Contig14315_at	7	87.940509915	532224120
Contig1431_at	unknown	unknown	unknown
Contig14323_at	6	15.6869688385	10593320
Contig14328_at	1	46.5471000751	61384960
Contig14329_at	7	24.1501416431	30429600
Contig1432_at	unknown	unknown	unknown
Contig14330_at	unknown	unknown	unknown
Contig14331_at	unknown	unknown	unknown
Contig14332_at	unknown	unknown	unknown
Contig14335_at	2	8.8526912181	10699960
Contig14339_at	1	70.2549575071	376998440
Contig14341_at	unknown	unknown	unknown
Contig14342_at	7	85.9773371105	523831800
Contig14344_at	unknown	unknown	unknown
Contig14345_at	unknown	unknown	unknown
Contig14349_at	unknown	unknown	unknown
Contig14350_at	5	98.7152777778	474302480
Contig14351_at	unknown	unknown	unknown
Contig14352_at	3	90.6515580736	489532160
Contig14353_at	5	119.375	492263880
Contig14363_at	unknown	unknown	unknown
Contig14367_at	unknown	unknown	unknown
Contig14368_at	unknown	unknown	unknown
Contig14369_at	unknown	unknown	unknown
Contig14370_at	6	75.4957507082	490541520
Contig14373_at	1	101.062322946	434515840
Contig14374_at	unknown	unknown	unknown
Contig14376_at	5	92.3577259363	460149120
Contig14377_at	2	58.3923512747	429776560
Contig14378_at	unknown	unknown	unknown
Contig1437_s_at	unknown	unknown	unknown
Contig14384_at	3	57.0821529745	401792240
Contig14385_at	4	66.6784702549	473470440
Contig14386_at	5	46.875	305289240
Contig14387_at	unknown	unknown	unknown
Contig14390_at	6	72.9461756374	484391120
Contig14391_at	unknown	unknown	unknown
Contig14393_at	5	44.2361111111	191317120
Contig14394_at	unknown	unknown	unknown
Contig14399_at	unknown	unknown	unknown
Contig143_s_at	2	103.824362606	570825320
Contig14401_at	unknown	unknown	unknown
Contig14403_at	unknown	unknown	unknown
Contig14405_at	unknown	unknown	unknown
Contig14411_at	5	49.9131944444	371140680
Contig14413_at	unknown	unknown	unknown
Contig14415_at	unknown	unknown	unknown
Contig14416_at	unknown	unknown	unknown
Contig14423_at	1	57.2946175637	325619040
Contig14425_at	unknown	unknown	unknown
Contig14426_at	unknown	unknown	unknown
Contig14427_at	7	78.1161473088	508246240
Contig14428_at	unknown	unknown	unknown
Contig14429_s_at	unknown	unknown	unknown
Contig1442_at	unknown	unknown	unknown
Contig14430_at	unknown	unknown	unknown
Contig14431_s_at	unknown	unknown	unknown
Contig14434_at	unknown	unknown	unknown
Contig14436_at	unknown	unknown	unknown
Contig14437_at	unknown	unknown	unknown
Contig1443_s_at	7	85.9773371105	522555840
Contig14441_at	unknown	unknown	unknown
Contig14442_at	4	51.4164305949	248012400
Contig14444_at	unknown	unknown	unknown
Contig14445_at	6	56.4093484419	347358720
Contig14446_at	1	48.2294617564	184859200
Contig14450_at	unknown	unknown	unknown
Contig14452_at	unknown	unknown	unknown
Contig14454_at	5	118.055555556	487776320
Contig14455_at	unknown	unknown	unknown
Contig14456_at	2	88.5269121813	543049320
Contig14457_s_at	1	51.5580736544	291034200
Contig14459_at	unknown	unknown	unknown
Contig14460_at	unknown	unknown	unknown
Contig14462_at	1	37.2344192635	31120280
Contig14464_at	7	103.541076487	552790760
Contig14465_at	unknown	unknown	unknown
Contig14466_at	3	61.8980169972	427256880
Contig14467_at	unknown	unknown	unknown
Contig14469_at	7	76.9121813031	485695600
Contig14471_at	unknown	unknown	unknown
Contig14473_at	3	109.844192635	511570680
Contig14475_s_at	1	48.7960339943	258481720
Contig14476_at	2	58.7287535411	443347120
Contig14479_s_at	unknown	unknown	unknown
Contig14481_at	6	55.5240793201	314590480
Contig14482_at	4	52.3371104816	347875800
Contig14488_at	unknown	unknown	unknown
Contig14490_at	unknown	unknown	unknown
Contig14495_at	5	87.3611111111	456478720
Contig14498_at	6	56.4093484419	347358720
Contig14500_at	unknown	unknown	unknown
Contig14506_at	unknown	unknown	unknown
Contig14509_at	unknown	unknown	unknown
Contig14510_at	3	131.657223796	534454880
Contig14512_at	1	132.542492918	463864160
Contig14513_at	6	59.9150141643	374663520
Contig14514_at	unknown	unknown	unknown
Contig14515_at	unknown	unknown	unknown
Contig14516_at	unknown	unknown	unknown
Contig14521_at	4	91.2181303117	507074440
Contig14522_at	unknown	unknown	unknown
Contig14523_at	unknown	unknown	unknown
Contig14525_at	unknown	unknown	unknown
Contig14526_at	6	104.815864023	522565760
Contig14530_at	6	57.1883852691	357773480
Contig14532_at	unknown	unknown	unknown
Contig14539_at	unknown	unknown	unknown
Contig1453_x_at	2	57.2592067989	397796960
Contig14540_at	5	164.722222222	548768200
Contig14541_at	unknown	unknown	unknown
Contig14544_at	5	4.1666666667	3853920
Contig14545_at	2	108.21529745	581285960
Contig14547_at	unknown	unknown	unknown
Contig14552_at	1	47.8753541076	124323640
Contig14554_at	unknown	unknown	unknown
Contig14555_s_at	unknown	unknown	unknown
Contig14557_at	4	100.566572238	522604200
Contig14559_at	unknown	unknown	unknown
Contig14561_at	1	95.6090651558	428338160
Contig14562_at	unknown	unknown	unknown
Contig14563_at	unknown	unknown	unknown
Contig14564_at	1	18.4844192635	12571120
Contig14567_at	unknown	unknown	unknown
Contig14568_at	7	76.5580736544	470756080
Contig14569_at	5	45.4166666667	293163280
Contig14570_at	1	48.7960339943	261020000
Contig14571_at	unknown	unknown	unknown
Contig14572_at	unknown	unknown	unknown
Contig14573_at	unknown	unknown	unknown
Contig14574_at	unknown	unknown	unknown
Contig14578_at	unknown	unknown	unknown
Contig14582_at	7	120.396600567	571766480
Contig14585_at	unknown	unknown	unknown
Contig14587_s_at	4	62.7124645892	468892360
Contig14588_at	unknown	unknown	unknown
Contig14589_at	2	9.56090651557	12507880
Contig1458_x_at	7	3.8243626062	6853480
Contig14591_at	unknown	unknown	unknown
Contig14594_at	unknown	unknown	unknown
Contig14595_at	5	73.4722222222	434411680
Contig14596_at	3	51.4872521246	261928920
Contig14599_at	4	54.3201133144	397129840
Contig1459_at	7	67.776203966	156049040
Contig14605_at	unknown	unknown	unknown
Contig14606_at	unknown	unknown	unknown
Contig14607_at	unknown	unknown	unknown
Contig14609_at	7	75.5311614731	461984320
Contig14610_at	unknown	unknown	unknown
Contig14611_at	unknown	unknown	unknown
Contig14612_at	3	49.2917847025	130433120
Contig14613_at	3	46.1756373938	54784440
Contig14618_at	unknown	unknown	unknown
Contig14620_at	unknown	unknown	unknown
Contig14621_at	unknown	unknown	unknown
Contig14626_at	unknown	unknown	unknown
Contig14631_at	unknown	unknown	unknown
Contig14638_at	unknown	unknown	unknown
Contig14639_at	unknown	unknown	unknown
Contig14640_at	unknown	unknown	unknown
Contig14644_at	2	59.4900849858	456481200
Contig14646_s_at	5	64.5880898021	416699520
Contig14647_at	3	108.569405099	508690160
Contig14649_s_at	unknown	unknown	unknown
Contig1464_x_at	unknown	unknown	unknown
Contig14651_at	5	48.8194444444	361492240
Contig14654_at	unknown	unknown	unknown
Contig14657_at	3	137.075070822	541185600
Contig14658_at	unknown	unknown	unknown
Contig14660_at	7	38.8554911391	49804600
Contig14662_at	unknown	unknown	unknown
Contig14663_s_at	unknown	unknown	unknown
Contig14666_at	7	74.2917847025	441907480
Contig14669_at	unknown	unknown	unknown
Contig14670_at	6	60.0566572238	385466400
Contig14673_at	1	100.849858357	432422720
Contig14675_at	6	88.7393767705	507643600
Contig14677_at	7	110.835694051	565535480
Contig14678_at	unknown	unknown	unknown
Contig14679_at	unknown	unknown	unknown
Contig14680_at	unknown	unknown	unknown
Contig14681_at	unknown	unknown	unknown
Contig14682_at	1	116.288951841	444257280
Contig14686_at	unknown	unknown	unknown
Contig14687_at	6	68.4844192635	467673440
Contig14689_at	unknown	unknown	unknown
Contig14690_at	unknown	unknown	unknown
Contig14698_at	unknown	unknown	unknown
Contig14701_at	5	44.2361111111	248503440
Contig14702_at	2	52.4079320113	88358680
Contig14703_at	6	60.6940509915	418656240
Contig14704_at	6	49.2209631728	62519560
Contig14705_at	unknown	unknown	unknown
Contig14706_at	unknown	unknown	unknown
Contig14707_at	2	59.4900849858	456481200
Contig14708_at	2	132.577903683	607038280
Contig1470_at	unknown	unknown	unknown
Contig14710_at	1	58.6520302172	340697440
Contig14712_at	unknown	unknown	unknown
Contig14714_at	4	66.6430594901	473167880
Contig14716_at	3	53.2577903683	371187800
Contig14717_at	6	86.2606232295	503364360
Contig14719_s_at	1	117.492917847	447912800
Contig1471_at	unknown	unknown	unknown
Contig14720_s_at	unknown	unknown	unknown
Contig14721_at	2	108.002832861	581285960
Contig14723_at	2	74.2917847026	512036920
Contig14724_at	unknown	unknown	unknown
Contig14727_s_at	1	48.3711048159	204301160
Contig14729_at	unknown	unknown	unknown
Contig14732_at	unknown	unknown	unknown
Contig14735_at	unknown	unknown	unknown
Contig14737_at	unknown	unknown	unknown
Contig14738_at	5	165.868055556	549342320
Contig14741_at	2	107.152974504	576399120
Contig14742_x_at	unknown	unknown	unknown
Contig14748_at	unknown	unknown	unknown
Contig14749_at	unknown	unknown	unknown
Contig14751_at	unknown	unknown	unknown
Contig14753_at	7	76.5580736544	471847280
Contig14756_at	1	132.507082153	463318560
Contig14758_at	3	33.7818696883	21522680
Contig14763_at	unknown	unknown	unknown
Contig14766_at	unknown	unknown	unknown
Contig14767_at	2	129.745042493	603659280
Contig14768_at	2	59.4900849858	456481200
Contig14769_at	unknown	unknown	unknown
Contig1476_at	1	47.6628895184	116159480
Contig14770_at	3	155.028328612	559559920
Contig14777_at	unknown	unknown	unknown
Contig14780_at	unknown	unknown	unknown
Contig14782_at	unknown	unknown	unknown
Contig14787_at	unknown	unknown	unknown
Contig1478_s_at	unknown	unknown	unknown
Contig14790_at	6	53.0807365439	141264520
Contig14791_at	1	52.6912181303	297668200
Contig14793_at	unknown	unknown	unknown
Contig14794_at	5	44.2361111111	107634480
Contig14795_at	7	44.4050991501	54354160
Contig14796_at	2	22.1671388102	24787600
Contig14798_at	unknown	unknown	unknown
Contig14799_at	unknown	unknown	unknown
Contig14800_at	unknown	unknown	unknown
Contig14802_at	unknown	unknown	unknown
Contig14805_at	unknown	unknown	unknown
Contig1480_s_at	4	27.4787535411	23810480
Contig14813_at	4	40.2531869688	36978040
Contig14814_at	unknown	unknown	unknown
Contig14816_at	unknown	unknown	unknown
Contig14818_at	7	70.9631728045	367383480
Contig14819_at	5	44.2361111111	127397600
Contig14821_at	7	73.5835694051	425225760
Contig14822_at	5	120.46875	492263880
Contig14823_at	unknown	unknown	unknown
Contig14824_at	unknown	unknown	unknown
Contig14825_at	6	43.7677053824	32967880
Contig14827_s_at	unknown	unknown	unknown
Contig14829_at	unknown	unknown	unknown
Contig14830_at	4	57.2946175637	431965160
Contig14831_at	5	47.1180555556	320138240
Contig14836_at	unknown	unknown	unknown
Contig14838_at	unknown	unknown	unknown
Contig14841_s_at	5	44.2361111111	156349120
Contig14842_at	6	72.2379603399	480187520
Contig14843_at	6	43.7677053824	32967880
Contig14846_at	unknown	unknown	unknown
Contig14849_at	6	52.9036827195	135427840
Contig14851_at	3	51.0269121813	160012080
Contig14853_s_at	unknown	unknown	unknown
Contig14854_at	unknown	unknown	unknown
Contig14856_at	4	49.7875354108	59730800
Contig14861_at	1	43.059490085	47294840
Contig14865_at	7	85.9773371105	523831800
Contig14866_at	4	50.9915014164	145946760
Contig14874_at	unknown	unknown	unknown
Contig14875_at	5	44.2361111111	137730520
Contig14879_at	unknown	unknown	unknown
Contig1487_at	unknown	unknown	unknown
Contig14880_at	3	51.6288951841	333940680
Contig14883_at	unknown	unknown	unknown
Contig14885_at	2	135.623229462	608851160
Contig14887_at	unknown	unknown	unknown
Contig1488_at	unknown	unknown	unknown
Contig14890_at	7	85.9773371105	523831800
Contig14891_at	unknown	unknown	unknown
Contig14897_at	unknown	unknown	unknown
Contig14898_at	unknown	unknown	unknown
Contig14899_at	1	48.7960339943	261020000
Contig1489_at	unknown	unknown	unknown
Contig14901_at	2	53.8243626062	116505440
Contig14905_s_at	unknown	unknown	unknown
Contig14915_at	5	44.2361111111	108469000
Contig14916_at	unknown	unknown	unknown
Contig14917_at	unknown	unknown	unknown
Contig14918_at	1	51.5062352151	288571560
Contig14920_at	3	68.2011331445	450929720
Contig14925_at	unknown	unknown	unknown
Contig14931_at	3	53.0630311615	366675440
Contig14932_at	1	82.507082153	404202800
Contig14936_at	unknown	unknown	unknown
Contig14937_at	1	125.991501416	456083160
Contig14939_at	2	121.175637394	594341920
Contig14943_at	unknown	unknown	unknown
Contig14945_at	6	62.7478753541	427938880
Contig14947_at	unknown	unknown	unknown
Contig14948_at	5	44.2361111111	190522280
Contig14950_at	3	51.3456090652	217407960
Contig14951_at	5	125.625	497603320
Contig14958_at	unknown	unknown	unknown
Contig14961_at	3	46.7422096318	89075400
Contig14964_at	1	51.5062352151	288571560
Contig14965_at	1	52.2662889518	293060360
Contig14969_at	unknown	unknown	unknown
Contig1496_at	unknown	unknown	unknown
Contig14973_at	3	147.16713881	553718280
Contig14976_at	unknown	unknown	unknown
Contig14979_s_at	7	133.994334278	594014560
Contig14983_at	unknown	unknown	unknown
Contig14985_at	unknown	unknown	unknown
Contig14987_at	unknown	unknown	unknown
Contig14990_at	5	71.6666666667	429020160
Contig14993_at	7	0.3895184136	2003840
Contig14994_at	5	43.9236111111	65029320
Contig14997_at	unknown	unknown	unknown
Contig14999_at	unknown	unknown	unknown
Contig149_at	7	71.7422096317	408060440
Contig15000_at	unknown	unknown	unknown
Contig15001_at	7	76.0188857413	465562960
Contig15004_at	unknown	unknown	unknown
Contig15005_at	6	30.2407932011	20608800
Contig15013_at	7	70.6798866856	267944160
Contig15014_at	5	72.7662037037	431358800
Contig15015_at	unknown	unknown	unknown
Contig15016_at	5	84.375	451703480
Contig15018_at	unknown	unknown	unknown
Contig15019_at	unknown	unknown	unknown
Contig15021_at	unknown	unknown	unknown
Contig15022_at	unknown	unknown	unknown
Contig15023_at	unknown	unknown	unknown
Contig15025_at	7	41.4305949008	52422240
